user_id,age,drinks_coffee,height
4509,<21,FALSE,64.53817904453360
1864,>=21,TRUE,65.82424888787420
2060,<21,FALSE,71.31985411358410
7875,>=21,TRUE,68.56940373214750
6254,<21,TRUE,64.02022563141810
3742,<21,FALSE,63.491779758171100
4996,>=21,TRUE,70.82845531963770
5695,>=21,FALSE,75.22804585857690
2619,<21,FALSE,66.35323070378950
2368,>=21,TRUE,66.2086558318893
3784,<21,FALSE,63.01199819464520
6103,>=21,TRUE,68.90568627078890
1861,<21,TRUE,62.64682032613950
5543,>=21,TRUE,70.63973052501190
5875,<21,FALSE,63.91551535332870
5256,>=21,TRUE,71.81563046227370
7038,>=21,TRUE,67.24423540093140
2132,>=21,TRUE,68.64132385451470
3693,>=21,TRUE,68.83543375264660
7619,<21,FALSE,67.58447731785360
6345,<21,FALSE,66.64307077402940
3651,<21,FALSE,63.35389389062710
8178,>=21,TRUE,67.12843175533620
2387,>=21,TRUE,70.5463576577836
5460,>=21,TRUE,72.13547380179970
4671,>=21,TRUE,71.24221067361250
8078,>=21,TRUE,67.53267631315350
3071,<21,TRUE,64.74170063905190
2204,<21,FALSE,67.11177964711720
6263,<21,FALSE,66.6553427227113
5160,>=21,TRUE,70.47637027816450
7320,>=21,TRUE,68.03779296593160
4811,>=21,TRUE,70.02329527822170
2617,>=21,FALSE,70.28886481670480
3011,<21,FALSE,65.12179883948180
3820,<21,FALSE,63.86538088080750
2559,>=21,TRUE,71.46065628864500
5561,>=21,TRUE,68.99034245722870
4646,<21,TRUE,63.56405070951960
2144,>=21,TRUE,71.39575220072050
7040,<21,FALSE,65.65030152414640
3805,<21,TRUE,63.791531490140700
2438,>=21,TRUE,66.50225130841670
7748,>=21,TRUE,71.53781258216690
6480,>=21,TRUE,66.25042108645860
3411,>=21,TRUE,69.14041550365130
3171,>=21,TRUE,70.21290234261430
2061,<21,FALSE,69.48753863726850
1884,>=21,FALSE,73.9349969792196
6596,<21,FALSE,62.49441593777160
4064,>=21,TRUE,67.30547501995460
5490,>=21,TRUE,67.51257500144060
2029,<21,FALSE,62.70912983764610
6201,<21,TRUE,63.85486636260570
5746,<21,FALSE,63.406755420981200
4979,>=21,TRUE,68.66238796902170
5420,<21,FALSE,62.10480145571660
5874,<21,FALSE,64.1712869330812
3464,>=21,TRUE,67.32523562545830
6266,>=21,TRUE,69.17889340007940
5641,<21,FALSE,60.10101072876600
3824,>=21,TRUE,70.14204932332770
3991,<21,FALSE,68.84734217356220
5675,<21,FALSE,67.49948309839940
5233,>=21,TRUE,72.47855650483120
5707,>=21,TRUE,68.02667099289290
6614,<21,FALSE,62.761851884651500
4217,<21,FALSE,70.06784607638570
7021,>=21,TRUE,69.96198557598370
4198,>=21,TRUE,68.69368774720870
6609,>=21,TRUE,71.28412476623230
4311,>=21,FALSE,71.44697824181090
4194,<21,FALSE,67.99207716294700
4865,>=21,TRUE,68.46010304679470
4965,>=21,TRUE,69.50501749550890
6138,>=21,FALSE,72.6262687146877
2252,<21,TRUE,65.27344131489510
6333,<21,FALSE,73.22785153593170
6165,<21,FALSE,72.88031962263330
3484,>=21,TRUE,65.11531216360350
1925,<21,FALSE,63.755982367796900
4992,>=21,TRUE,66.65438484782100
7963,>=21,TRUE,72.38710499087870
3521,<21,FALSE,68.21612172457580
7031,<21,FALSE,64.34713232521000
3337,>=21,TRUE,67.15416297798680
7970,<21,TRUE,63.652813739819900
5079,>=21,TRUE,71.04207123207570
5398,<21,FALSE,66.58817514860320
6016,<21,FALSE,69.4760948184243
3537,<21,FALSE,66.20133490571000
7732,<21,TRUE,64.8174830142669
7078,<21,FALSE,67.58460466985360
2423,>=21,TRUE,69.54005180757560
7130,>=21,TRUE,66.49148410366240
7791,>=21,FALSE,69.31366669148970
6906,>=21,TRUE,69.54394437262180
5666,<21,FALSE,63.64788437283890
5754,<21,FALSE,61.543689605527300
2589,<21,FALSE,70.80435411060380
4149,>=21,FALSE,71.98980987280620
4635,>=21,TRUE,66.75384330711400
4388,<21,FALSE,64.776839110626
8165,>=21,TRUE,69.60590617822130
1845,<21,TRUE,65.07860898062020
2448,>=21,TRUE,68.90769246258990
3427,>=21,TRUE,68.84982149767830
2613,<21,FALSE,68.97931765333490
7120,>=21,TRUE,71.82734810726960
5307,>=21,TRUE,70.01504191863710
2735,<21,TRUE,63.59737385498450
4627,<21,TRUE,64.19929239836180
3767,<21,FALSE,63.70086697786850
2084,<21,FALSE,67.39420515643020
6110,>=21,TRUE,68.9399254706523
5359,>=21,TRUE,68.93497082741950
7640,<21,FALSE,71.51095287490990
6751,<21,FALSE,63.86799676297740
2499,>=21,TRUE,67.54790131675040
3278,<21,FALSE,67.56157610210850
5553,<21,FALSE,69.74824478194150
2427,<21,FALSE,67.10376990925040
2377,<21,FALSE,70.04590241753390
3803,>=21,TRUE,70.44097517385950
5125,<21,TRUE,65.91934980111720
6989,>=21,TRUE,69.31909551293670
7217,<21,FALSE,66.68279146214710
4609,<21,FALSE,66.79549832436290
3461,>=21,TRUE,72.19215768155850
7039,<21,FALSE,59.893284628917900
4391,>=21,TRUE,68.61793909702320
8052,<21,FALSE,68.41820467688680
2206,>=21,TRUE,67.54160581974660
4150,>=21,TRUE,67.26440021221780
3791,<21,FALSE,62.54400048028880
4899,>=21,TRUE,66.94213742161640
6327,<21,FALSE,72.72117585275860
4491,>=21,TRUE,68.45982812220520
2172,>=21,TRUE,70.17220091832040
3860,>=21,TRUE,71.36655671298610
2453,>=21,TRUE,70.40260680732450
7491,<21,FALSE,67.94225016084550
3430,<21,FALSE,67.8252679862489
2624,>=21,TRUE,66.61778936834000
7327,<21,FALSE,64.85182467525010
4288,>=21,TRUE,68.5716757856094
4351,>=21,TRUE,68.95244425277640
8097,>=21,TRUE,68.44881580895010
3032,<21,TRUE,63.401727345423900
7747,>=21,TRUE,70.24507211471090
7050,<21,FALSE,71.53443232146030
2215,<21,TRUE,65.05696202485450
5291,<21,FALSE,66.14760221677600
3423,>=21,TRUE,66.10805162153530
6385,<21,FALSE,66.94481037434520
6841,>=21,TRUE,70.18668374845110
5347,>=21,TRUE,68.593410735958
5658,>=21,TRUE,66.05088924057130
7612,>=21,TRUE,68.89914992064340
7946,>=21,TRUE,71.98649256432180
4209,>=21,TRUE,69.9287607930166
5574,<21,FALSE,69.25053880157570
7108,>=21,TRUE,70.67057159751630
5767,<21,FALSE,60.79921155745380
8063,>=21,TRUE,70.86789762181480
7162,>=21,FALSE,70.7380581793224
6300,<21,TRUE,66.20915568565430
4610,>=21,TRUE,66.67020308096780
7839,>=21,TRUE,69.40845806028400
3082,>=21,TRUE,65.97142928612450
2094,<21,TRUE,63.83008111088390
7935,>=21,TRUE,66.26462328161730
3353,>=21,TRUE,68.24951766580000
1889,>=21,TRUE,71.4266016844826
8057,<21,TRUE,63.285464314710100
5372,>=21,TRUE,70.23809008797650
4761,>=21,TRUE,71.2197109287731
8076,<21,FALSE,56.21949210533290
5041,>=21,TRUE,69.99651022742600
7885,>=21,TRUE,70.52430795229890
5813,<21,FALSE,61.7779946160804
7787,>=21,TRUE,70.4336795573764
4637,>=21,TRUE,69.9702480811986
5498,>=21,TRUE,68.07751353977580
3493,>=21,TRUE,68.63940849380320
4330,>=21,TRUE,67.9856664347266
6171,>=21,TRUE,69.706590000865
2073,>=21,TRUE,68.69615434592530
3110,>=21,TRUE,70.85573550330540
2806,<21,TRUE,64.33150237454170
6845,<21,FALSE,65.2685868172165
3950,>=21,TRUE,68.94494673877210
6783,>=21,TRUE,71.20160593574870
6656,>=21,TRUE,67.60220488936930
5470,>=21,TRUE,69.60279833696100
4738,<21,FALSE,64.52719964361480
6741,<21,FALSE,68.64072757443080
7173,<21,FALSE,61.177631338027100
5936,>=21,TRUE,67.50679553767440
7673,>=21,FALSE,72.36426704359360
7027,>=21,TRUE,70.56770572311040
5092,<21,FALSE,64.14422177927010
6544,<21,FALSE,65.52855786032180
3368,<21,FALSE,69.58663505452740
4222,>=21,TRUE,69.6931873595083
1943,>=21,TRUE,68.62188291752020
3214,<21,FALSE,68.71745207263320
6942,>=21,TRUE,68.72466824392350
7403,<21,FALSE,64.98100351663660
6563,>=21,TRUE,73.99621281970890
3380,<21,FALSE,71.29971469665560
3582,>=21,TRUE,66.6891607058367
7745,>=21,TRUE,68.77792266697450
7837,>=21,TRUE,69.94976209179520
5605,>=21,FALSE,70.61982930631070
2606,<21,FALSE,59.98926531505950
1948,<21,FALSE,63.983190762946700
7746,>=21,TRUE,71.01812657338270
6789,>=21,TRUE,69.04956371724140
3356,>=21,TRUE,69.00844791614880
4590,>=21,TRUE,68.16862810745750
5083,>=21,TRUE,69.18988235728490
2894,>=21,TRUE,69.1096221530025
4329,>=21,TRUE,69.46007006469920
7405,>=21,TRUE,67.99506013071200
2012,>=21,TRUE,66.9814669526991
4027,>=21,TRUE,69.76269368605580
4850,>=21,TRUE,67.66109754936150
3308,>=21,TRUE,64.531598567645
7318,>=21,TRUE,70.63019046237490
3792,>=21,TRUE,70.05588975722620
5077,<21,TRUE,64.3650560863057
2830,<21,FALSE,65.62587072212130
4442,>=21,TRUE,72.26993728943570
4056,>=21,TRUE,72.78946754867920
3166,>=21,TRUE,72.91148104417150
7741,>=21,TRUE,67.55474573564090
7900,<21,FALSE,64.35657257711540
6782,<21,FALSE,68.80506435213720
5066,>=21,TRUE,69.69747590815480
1923,<21,FALSE,64.70602261544370
5352,<21,FALSE,64.70227179769370
3269,>=21,TRUE,68.21367707965570
6129,>=21,TRUE,66.57330959055340
4127,>=21,TRUE,71.77143781146670
7269,<21,FALSE,63.475646402000500
4591,>=21,TRUE,67.11772225045360
3576,>=21,TRUE,67.7619163065249
6628,>=21,TRUE,68.21302227679720
5792,<21,FALSE,58.900279809469700
4942,<21,FALSE,63.01251608234980
2647,>=21,FALSE,71.84792578776200
4571,>=21,TRUE,65.56497140552800
5709,>=21,FALSE,69.80200276221860
3183,>=21,TRUE,69.57395174487630
2047,>=21,TRUE,67.58009585131280
6530,>=21,TRUE,70.48042314933070
1940,>=21,TRUE,67.90958843810800
6932,<21,FALSE,66.0634893272809
7993,<21,FALSE,67.1607570012584
2312,>=21,TRUE,70.63549689910550
2818,<21,FALSE,63.03780823898850
2743,>=21,TRUE,71.2225994907264
2031,<21,TRUE,62.0547465360625
7475,>=21,TRUE,66.02603592969460
6975,>=21,TRUE,69.54623453484470
3391,<21,FALSE,68.27354636869280
5262,>=21,TRUE,71.09281801295680
7676,<21,TRUE,63.74597052877730
6526,>=21,TRUE,69.67821912736590
1907,>=21,TRUE,72.20796169768680
2332,<21,FALSE,68.37449899794240
4185,<21,TRUE,64.19877026077700
6573,>=21,TRUE,68.62801000636760
4088,>=21,TRUE,70.42407382834410
5026,<21,TRUE,63.08874244733190
1874,>=21,TRUE,66.98041042960250
6334,<21,FALSE,71.53535992453620
3984,>=21,TRUE,70.94349740585020
4720,<21,FALSE,63.84479455084650
4615,<21,FALSE,67.7325582262437
5089,<21,FALSE,64.96576900261650
5068,<21,FALSE,67.20337788136670
6987,<21,FALSE,65.63372791673450
3514,>=21,TRUE,70.25461894499660
6667,<21,TRUE,65.47916037099090
2560,>=21,TRUE,67.21576615181840
7183,>=21,TRUE,69.22082742380060
5179,<21,FALSE,63.16481580387960
5354,<21,FALSE,57.56592147261420
2196,<21,TRUE,65.45700457762360
6105,>=21,TRUE,67.81352573388360
5133,<21,FALSE,66.35610449058730
2044,<21,FALSE,62.70317960229940
3195,>=21,TRUE,71.27184346601300
5376,<21,FALSE,61.735736326729200
6525,>=21,TRUE,70.83502772429480
7735,>=21,TRUE,69.52540125694150
2845,>=21,TRUE,65.1686491396311
3800,>=21,TRUE,70.25882077627760
5934,<21,FALSE,69.28733754921440
7841,>=21,TRUE,71.03036393497400
3972,>=21,FALSE,69.52055302200420
4813,>=21,TRUE,69.78386253384960
2916,<21,TRUE,62.624573053175100
3488,>=21,TRUE,68.75648464647560
4541,<21,FALSE,62.77594215148140
5330,>=21,TRUE,69.12713443345450
4726,<21,TRUE,63.67756971882710
6927,>=21,TRUE,65.53522488258320
7799,<21,TRUE,64.39366784546850
2493,<21,FALSE,66.23311887826770
5090,>=21,FALSE,69.24814556705320
5786,<21,FALSE,62.525265653204100
8180,<21,FALSE,67.2542805924849
4228,<21,FALSE,62.49719470837830
5113,>=21,TRUE,69.69555131479890
3034,<21,FALSE,67.07311392334260
3053,<21,FALSE,64.03555046538490
1875,<21,FALSE,67.76211801512940
7267,>=21,TRUE,69.05538345435400
4652,<21,FALSE,64.98734172550370
6325,>=21,TRUE,69.53497215385180
7473,>=21,TRUE,68.0930754376506
3239,>=21,TRUE,66.00617540834540
6523,>=21,TRUE,73.17342190569740
4945,>=21,TRUE,69.06801692120680
6189,>=21,TRUE,72.68068906085590
3564,>=21,TRUE,72.12599045999430
3511,>=21,TRUE,68.49635548436380
2458,>=21,TRUE,70.32864632989880
4818,<21,FALSE,66.09721839957700
7211,>=21,FALSE,72.22294555286530
2325,<21,FALSE,68.53660664072990
2614,>=21,TRUE,70.72589567720260
7821,<21,FALSE,67.7385908468902
5164,>=21,TRUE,69.9325948909626
7858,>=21,TRUE,70.197313861255
